"","Latitude","Longitude","Visibility","Mean Landings","Mean Personal","Mean Pengumpul","Mean Papalele","Mean Market","Mean On-Island","Total Landings","Total Personal","Total Pengumpul","Total Papalele","Total Market","Total On-Island","Proportion Personal","Proportion Pengumpul","Proportion Papalele","Proportion Market","Proportion On-Island","Rugosity","Dead Coral With Algae","Macroalgae","Rubble","Rock","Soft Coral","Sand","All Hard Coral","All Abiotic Substrate","NPP (Mean)","NPP (Min)","NPP (Max)","NPP (SD)","NPP (Interannual SD)","Reef Area within 5km","Wave Energy (Mean)","Wave Energy (SD)","Wave Energy (Interannual SD)","SST SD","SST 50th Percentile","SST 98th Percentile","SST 2nd Percentile","SST Kurtosis","SST Skewness","Population","Fishers","Rowboats","Motorboats"
"Rock",-0.231209349618715,-0.1740663544658,0.115032855174879,0.353030815297698,0.292638122366268,0.600695566712332,0.255451125774298,0.255451125774298,0.170076480828954,0.628350444838042,0.60881163241905,0.611430260384034,0.569100681942392,0.574431835871595,0.628350444838042,0.11945319410702,0.606062913548183,0.054644327774328,0.147050995880509,-0.350420719063659,-0.292091543212092,-0.0343461063680717,-0.33663636321611,-0.115757087103373,1,0.428320803362603,-0.163196515220881,-0.519578103229941,0.0738787422637755,0.362357640627089,0.401935538268398,0.211082120753644,-0.0932279366661929,-0.262973142105582,0.522868003283507,0.298022697797507,0.246154440658708,0.271649007726931,0.293755951382155,0.27126745506297,0.123565947150818,0.0066050204553984,0.357960096444722,0.0598066008801992,-0.436347799113706,-0.409301447928972,-0.521406442844744,-0.455280244943019
"Soft Coral",-0.610794266785823,0.0623080358359102,0.0596407450931001,0.341328286784745,0.327143215126158,0.681348048606742,0.215532275607226,0.215532275607226,0.135644747735236,0.477859601498643,0.433531252565559,0.511680775690253,0.421307946145811,0.417760089757215,0.477859601498643,-0.062946255484979,0.677776106019026,-0.0824876610348641,0.000886964097149076,-0.716499926685669,-0.352452318499851,-0.138461658848494,-0.086837939519743,-0.299648621841682,0.428320803362603,1,-0.421440316413259,-0.61045240845302,-0.268217734855136,0.630377524143986,0.583845478489903,0.454784899034241,0.0842844600526778,-0.146619841966637,0.564091308165057,0.797718374293554,0.738043072366203,0.776656503025077,0.487269534679543,0.194126453046557,0.429077554488614,-0.272527709479575,0.810359964881475,0.228270412642669,-0.705569110860475,-0.714568716866348,-0.705057673942842,-0.678570292842855
"Sand",0.594713553340023,-0.270807064467332,0.124777393327109,-0.519446153299127,-0.240500886811472,-0.461970979256663,-0.4946340651663,-0.4946340651663,-0.490836382377317,-0.362092413229168,-0.194010009063529,-0.373719213238821,-0.424866511670872,-0.406977395389993,-0.362092413229168,0.328118310259518,-0.443960414763226,-0.283542493051929,-0.269231200027226,0.487677657100915,-0.254450009820136,-0.116137672630478,0.0501711224287659,0.759436695673523,-0.163196515220881,-0.421440316413259,1,-0.199297740843688,0.828714571770609,-0.610026004220032,-0.5533617599964,-0.100047806207349,-0.209834779390635,-0.140775231743084,-0.262957508350289,-0.286736891788939,-0.299126757483523,-0.332756392940251,-0.234625386238474,-0.118454336685679,-0.141272233224571,0.295220190732437,-0.466594636028965,0.0664034111995681,0.348503843357577,0.368470209383272,0.338759858540297,0.352134091725885
"All Hard Coral",0.315188883548846,-0.00965759810316798,-0.107311443219433,-0.156991286636598,-0.125060855456273,-0.451155844285712,-0.0913974326043836,-0.0913974326043836,-0.00798260779508127,-0.377843435633847,-0.36276517646536,-0.37432534407072,-0.299925555536715,-0.308799092682772,-0.377843435633847,-0.0780521651074614,-0.460089623380479,0.0550159303055513,-0.0248459040089586,0.356183961555628,0.582088633729313,0.0875110276898056,0.337549788180551,-0.342417615497416,-0.519578103229941,-0.61045240845302,-0.199297740843688,1,-0.42336411636598,-0.1102327730372,-0.100570936356649,-0.448397056856499,0.0566534968995968,0.392182734351473,-0.426438337127973,-0.614574424747053,-0.593503301612868,-0.584723666973625,-0.533157715008609,0.031396815010282,-0.343324683617711,0.163148699863909,-0.55072469079143,-0.0895915764923857,0.433071200900855,0.415064082360279,0.524516124267201,0.422266929776509
"All Abiotic Substrate",0.574813570035509,-0.366827591259302,0.281290678349547,-0.316061127892887,-0.168891009435049,-0.18886646432546,-0.306446095565006,-0.306446095565006,-0.353296940996678,-0.0261537258705194,0.0562970031450164,-0.0317009904659755,-0.0882529276663331,-0.0598700765575626,-0.0261537258705194,0.26464024313051,-0.160290923623735,-0.247906465153167,-0.202671296198564,0.213794332962659,-0.427442173499819,-0.336703589453798,-0.15875060818453,0.931019691616606,0.0738787422637755,-0.268217734855136,0.828714571770609,-0.42336411636598,1,-0.537313432835821,-0.48990342405619,0.0245829675153644,-0.0711150131694469,-0.287093942054434,-0.159789288849868,-0.18955684141629,-0.193944731263889,-0.233435739892283,-0.141352063213345,0.0820442053291453,-0.0493395134524895,0.395165178745384,-0.324846356453029,0.182616330114135,0.257388731767979,0.275387943779726,0.190735656073367,0.188991726123342
"NPP (Mean)",-0.721369090945326,0.209741134715247,-0.376982918610864,0.687089408462799,0.445943190266823,0.656344450492733,0.63329236536444,0.63329236536444,0.598432710596631,0.49204467315723,0.355513358443332,0.481319263694671,0.480734540654799,0.466543115100414,0.49204467315723,-0.20657010602817,0.642056680141871,0.379620633579805,0.436386335797345,-0.42225491957282,-0.0639619351470318,-0.089670407635215,0.175937283714479,-0.602812183529015,0.362357640627089,0.630377524143986,-0.610026004220032,-0.1102327730372,-0.537313432835821,1,0.885864793678666,0.383669885864794,0.0237050043898156,0.322212467076383,0.597014925373134,0.636244027901899,0.588854817547827,0.645019807597098,0.145302897278314,0.404392749764421,0.0176212548044605,-0.395165178745384,0.683494293239684,0.165496049165935,-0.647071671822298,-0.666870805035219,-0.622500449672281,-0.587674272183533
"NPP (Min)",-0.565160212370791,-0.000877577969519861,-0.402797569472056,0.669358068889565,0.531053620218344,0.704565675426893,0.570317914466856,0.570317914466856,0.51864168251708,0.593113308724661,0.506229744815817,0.593835455207711,0.570317914466856,0.561448273495365,0.593113308724661,-0.125005943991296,0.695635818957604,0.270524049630468,0.352124746568183,-0.475592383097808,0.0277903580294,-0.118681421870138,0.138850247044589,-0.555360495612737,0.401935538268398,0.583845478489903,-0.5533617599964,-0.100570936356649,-0.48990342405619,0.885864793678666,1,0.192273924495171,-0.14486391571554,0.109745390693591,0.569798068481124,0.50636248841296,0.415094379582894,0.50460733247392,0.0706760316066725,0.423222567380946,0.119824532670332,-0.274725513588281,0.594820017559263,0.182177348551361,-0.672270568638743,-0.688469859449315,-0.613960047161533,-0.630872381011726
"NPP (Max)",-0.280824950246356,-0.0412461645674335,0.183818117339182,0.240259651217314,0.0877701308875059,0.445599837817515,0.217306203801524,0.217306203801524,0.151602953351147,0.398068573419092,0.312958143467571,0.37773292865092,0.350350818373885,0.357446531151078,0.398068573419092,0.0398955140397754,0.452743722992947,0.0860355174234604,0.132157650475212,-0.286244387584101,-0.175123367264632,-0.27076946619261,0.0239708895549291,0.0202109041124888,0.211082120753644,0.454784899034241,-0.100047806207349,-0.448397056856499,0.0245829675153644,0.383669885864794,0.192273924495171,1,0.543459174714662,0.23441615452151,0.23441615452151,0.436156250851371,0.446687186485609,0.451952654302729,0.297190517998244,0.344316664987889,0.25903244562557,-0.0180219936913913,0.41747146619842,0.0487269534679543,-0.371683728042572,-0.369883806841397,-0.462130669192684,-0.418481679273113
"NPP (SD)",-0.0175515593903972,0.0482667883235924,0.133969136365844,-0.187952199476275,-0.335122317934113,-0.162523387741058,-0.093131230200653,-0.093131230200653,-0.111707439311371,-0.141850716585868,-0.226961146537389,-0.151807559977911,-0.156992645195386,-0.146349076029598,-0.141850716585868,-0.0248238754025269,-0.151807559977911,-0.0292698152059195,-0.0363655279831121,0.0915626457178957,0.261582258911654,-0.216263924296695,-0.0818628492347577,-0.0123022894597758,-0.0932279366661929,0.0842844600526778,-0.209834779390635,0.0566534968995968,-0.0711150131694469,0.0237050043898156,-0.14486391571554,0.543459174714662,1,0.0640913081650571,-0.118525021949078,0.0114085136037582,0.0166739814208774,0.0307152289331951,0.0258999122036874,0.0636627167034898,0.193833802849066,0.00043956082174125,0.00746268656716418,-0.0610184372256365,0.162892868706309,0.164692789907483,0.133799639335048,0.132294208286339
"NPP (Interannual SD)",-0.0351031187807945,0.151820988726936,-0.152662504230846,0.257104423811886,-0.0177313395732335,-0.0607230239911644,0.330837608236605,0.330837608236605,0.390089470611137,-0.0886566978661675,-0.221641744665419,-0.100014392456036,-0.00798267687434169,-0.0363655279831121,-0.0886566978661675,-0.308525308574263,-0.0892985646928889,0.350350818373885,0.307776541710729,0.0817841107383146,0.262464492499889,0.0237362843740275,0.123472695254635,-0.205623980970539,-0.262973142105582,-0.146619841966637,-0.140775231743084,0.392182734351473,-0.287093942054434,0.322212467076383,0.109745390693591,0.23441615452151,0.0640913081650571,1,-0.139596136962248,-0.107942090250943,-0.0991663105557443,-0.107942090250943,-0.528094820017559,0.16498506864003,-0.597360537871212,-0.0303296967001463,-0.207638279192274,0.0487269534679543,0.0350984634229063,0.00809964540528606,0.130952838498132,0.105295390268719
"Reef Area within 5km",-0.669591990743654,0.340500252173706,-0.430837621269559,0.511992430177118,0.223858162112073,0.588924034149602,0.478517130411927,0.478517130411927,0.395852155972438,0.401171557844408,0.285031283639729,0.395146148766033,0.345472515839565,0.341924659450969,0.401171557844408,-0.300102922276977,0.585352091561886,0.279837172650534,0.36942054646259,-0.516039959604257,-0.376272625382194,0.191648518279185,-0.137493404239593,-0.157293558092848,0.522868003283507,0.564091308165057,-0.262957508350289,-0.426438337127973,-0.159789288849868,0.597014925373134,0.569798068481124,0.23441615452151,-0.118525021949078,-0.139596136962248,1,0.785432282720276,0.744186118152842,0.776656503025077,0.265144863915716,0.115220550653499,0.279296888650699,-0.422857510515083,0.767339771729587,0.302897278314311,-0.658771159629933,-0.617372972002916,-0.660457794164493,-0.494978330323037
"Wave Energy (Mean)",-0.812280701754386,0.387719298245614,-0.34434093878083,0.43688577775526,0.243698963250906,0.584649004912194,0.394525871644488,0.394525871644488,0.330544411973047,0.326999699780306,0.218885977901723,0.327581961530955,0.266859072730317,0.26153962277556,0.326999699780306,-0.188755924263429,0.579293441508418,0.188840473393879,0.257993322805722,-0.506483615297925,-0.410940496393893,0.0386643830856912,-0.0424957571287705,-0.185331737491618,0.298022697797507,0.797718374293554,-0.286736891788939,-0.614574424747053,-0.18955684141629,0.636244027901899,0.50636248841296,0.436156250851371,0.0114085136037582,-0.107942090250943,0.785432282720276,1,0.980701754385965,0.991228070175439,0.455462966180808,-0.0116514401173713,0.349628461093064,-0.534271475365915,0.901272574696898,0.185168951568691,-0.699862188063728,-0.69446479329717,-0.724667234039161,-0.593713424321415
"Wave Energy (SD)",-0.819298245614035,0.426315789473684,-0.28294681791293,0.432454887514335,0.180780321829763,0.555193406191427,0.412257371493679,0.412257371493679,0.347381794888564,0.308389960768419,0.184325034022503,0.299911550611446,0.252673872850965,0.249127572881126,0.308389960768419,-0.226861580335389,0.55162303058891,0.240261822956531,0.29877577245886,-0.47804944742155,-0.433868506922307,0.0676626703999596,-0.0361666018117196,-0.16425135028878,0.246154440658708,0.738043072366203,-0.299126757483523,-0.593503301612868,-0.193944731263889,0.588854817547827,0.415094379582894,0.446687186485609,0.0166739814208774,-0.0991663105557443,0.744186118152842,0.980701754385965,1,0.991228070175439,0.491443662931122,-0.0394356434741797,0.361077252010469,-0.522847907636052,0.893374372971219,0.136902163245098,-0.651285635164703,-0.642289977220439,-0.685778023835489,-0.554132529366654
"Wave Energy (Interannual SD)",-0.835087719298246,0.405263157894737,-0.328325081163117,0.457267872863518,0.198503882793465,0.580186035409048,0.432648596320248,0.432648596320248,0.361560643659526,0.331430590021232,0.205593307178946,0.324904179829067,0.271291947692615,0.267745647722776,0.331430590021232,-0.242812785202721,0.576615659806531,0.244694697918829,0.313847547330672,-0.503817912059515,-0.406531263599967,0.0456942709194532,-0.0334541066758406,-0.214317269895521,0.271649007726931,0.776656503025077,-0.332756392940251,-0.584723666973625,-0.233435739892283,0.645019807597098,0.50460733247392,0.451952654302729,0.0307152289331951,-0.107942090250943,0.776656503025077,0.991228070175439,0.991228070175439,1,0.474769681510245,-0.0107551754929581,0.39013956741619,-0.536028947324355,0.911803510331136,0.162351924361174,-0.676473477408642,-0.667477819464378,-0.696211714377938,-0.568525582077476
"SST SD",-0.537955295315675,0.265906124764518,0.128183093931439,0.0811208785475433,0.252228305429247,0.387109277943673,-0.0181827639915561,-0.0181827639915561,-0.0155149221265793,0.25932084125854,0.281485015725082,0.262984273020558,0.246132536958869,0.242584680570272,0.25932084125854,0.269073078023819,0.383537335355958,-0.137035953009532,-0.162757911826855,-0.26890971193848,-0.228057382558727,0.152527605144214,-0.00995018056997055,-0.200351571202063,0.293755951382155,0.487269534679543,-0.234625386238474,-0.533157715008609,-0.141352063213345,0.145302897278314,0.0706760316066725,0.297190517998244,0.0258999122036874,-0.528094820017559,0.265144863915716,0.455462966180808,0.491443662931122,0.474769681510245,1,-0.242994313051348,0.459033687656197,-0.374505820123545,0.615452151009658,-0.311676909569798,-0.306886564800283,-0.310486407202632,-0.520015619543308,-0.404082309663716
"SST 50th Percentile",0.207933392863856,-0.554787802511755,0.298644261770867,0.271180789627535,0.393415870094037,0.458280193108315,0.143577322477368,0.143577322477368,0.05387397990931,0.538287076572854,0.606195454609799,0.547656230769241,0.47874205002706,0.505011717862036,0.538287076572854,0.129025918270196,0.484728204252875,-0.0702034226624354,0.0194757882224821,-0.337279906996661,-0.211739553658825,-0.447124901916272,0.307171182408785,-0.0179489250528942,0.27126745506297,0.194126453046557,-0.118454336685679,0.031396815010282,0.0820442053291453,0.404392749764421,0.423222567380946,0.344316664987889,0.0636627167034898,0.16498506864003,0.115220550653499,-0.0116514401173713,-0.0394356434741797,-0.0107551754929581,-0.242994313051348,1,0.0755851822216181,0.500546451442413,0.0923557721191472,0.476125388303565,-0.35018619017202,-0.355700933324336,-0.338229746359539,-0.439341204467784
"SST 98th Percentile",-0.133862786111198,-0.263322191100318,0.243871732953408,0.0329187878494784,0.118329696864341,0.269737627707257,-0.0756581165993059,-0.0756581165993059,-0.164593939247392,0.196623030127965,0.330077575463688,0.21417705322935,0.130844036942329,0.150426137709208,0.196623030127965,-0.134344242304628,0.289452670263934,-0.114822318133064,-0.0560760158324267,-0.458537424234403,-0.330234908295154,-0.0229378590547422,-0.238739667702705,-0.05246931941089,0.123565947150818,0.429077554488614,-0.141272233224571,-0.343324683617711,-0.0493395134524895,0.0176212548044605,0.119824532670332,0.25903244562557,0.193833802849066,-0.597360537871212,0.279296888650699,0.349628461093064,0.361077252010469,0.39013956741619,0.459033687656197,0.0755851822216181,1,0.198059590684216,0.459033687656197,0.387667605698131,-0.363061426349732,-0.341386117313927,-0.286637419442526,-0.329645324919533
"SST 2nd Percentile",0.798771005111211,-0.899825642721541,0.697469627610013,-0.10963550095356,0.162899711943144,-0.02906032960544,-0.230914968006389,-0.230914968006389,-0.263213975973528,0.181542185789499,0.409690556194884,0.189115683432325,0.177626898466453,0.197165857297763,0.181542185789499,0.115849658902345,-0.00938872187252675,-0.182067570928114,-0.164304881081469,-0.0338249685492356,-0.194347503078511,-0.475792253521127,-0.09012267089238,0.346238484893678,0.0066050204553984,-0.272527709479575,0.295220190732437,0.163148699863909,0.395165178745384,-0.395165178745384,-0.274725513588281,-0.0180219936913913,0.00043956082174125,-0.0303296967001463,-0.422857510515083,-0.534271475365915,-0.522847907636052,-0.536028947324355,-0.374505820123545,0.500546451442413,0.198059590684216,1,-0.483516903915375,0.49934109349806,0.0829056293705146,0.0829056293705146,0.185761319888654,-0.0153195184706386
"SST Kurtosis",-0.846862740586666,0.367705169228822,-0.256366187862878,0.574052118683435,0.390532754100468,0.699654254368784,0.49448248416061,0.49448248416061,0.438407370948199,0.472096916137342,0.377234249420543,0.47015694310806,0.439490710137367,0.432394997360175,0.472096916137342,-0.202580554624193,0.692510369193353,0.256776106124658,0.307333059662155,-0.583600746735908,-0.423031005558645,0.112088009544019,-0.0949789963497189,-0.332161815413947,0.357960096444722,0.810359964881475,-0.466594636028965,-0.55072469079143,-0.324846356453029,0.683494293239684,0.594820017559263,0.41747146619842,0.00746268656716418,-0.207638279192274,0.767339771729587,0.901272574696898,0.893374372971219,0.911803510331136,0.615452151009658,0.0923557721191472,0.459033687656197,-0.483516903915375,1,0.150131694468832,-0.810864501129194,-0.798265052720971,-0.809440371296426,-0.728068125875158
"SST Skewness",0.174638015934452,-0.429135627095212,0.0872357167033404,0.258434274279878,0.307195458106271,0.167434808799167,0.141470773495278,0.141470773495278,0.0926462492701451,0.113923856758025,0.270846211981142,0.141538225038229,0.10067042502642,0.104218281415016,0.113923856758025,-0.399398423887085,0.171006751386882,0.107766137803613,0.167192732312601,-0.386252131693453,-0.515665532323311,-0.232527674701121,-0.211667477579374,0.139718858864597,0.0598066008801992,0.228270412642669,0.0664034111995681,-0.0895915764923857,0.182616330114135,0.165496049165935,0.182177348551361,0.0487269534679543,-0.0610184372256365,0.0487269534679543,0.302897278314311,0.185168951568691,0.136902163245098,0.162351924361174,-0.311676909569798,0.476125388303565,0.387667605698131,0.49934109349806,0.150131694468832,1,-0.377083491646096,-0.369883806841397,-0.159420846867291,-0.222290268345073
"Population",0.552333397777801,0.0359826317770554,0.146906615956968,-0.701578178765394,-0.712483539057084,-0.811008528610597,-0.519145829901938,-0.519145829901938,-0.481653412882978,-0.643416257209714,-0.670679657938939,-0.644413097225576,-0.630066655204979,-0.617338035907909,-0.643416257209714,0.0981482426252106,-0.798193495427134,-0.251844824663462,-0.302759301851743,0.594122397830291,0.412378155472162,0,0.139083866981726,0.309858610563708,-0.436347799113706,-0.705569110860475,0.348503843357577,0.433071200900855,0.257388731767979,-0.647071671822298,-0.672270568638743,-0.371683728042572,0.162892868706309,0.0350984634229063,-0.658771159629933,-0.699862188063728,-0.651285635164703,-0.676473477408642,-0.306886564800283,-0.35018619017202,-0.363061426349732,0.0829056293705146,-0.810864501129194,-0.377083491646096,1,0.994464944649446,0.903646904114508,0.929889298892989
"Fishers",0.552333397777801,0.0539739476655831,0.144169225597521,-0.697943058668164,-0.757922540272459,-0.818331404715433,-0.501871275141629,-0.501871275141629,-0.474383172688518,-0.643416257209714,-0.679767458182014,-0.649905254304203,-0.636430964853514,-0.621883971371148,-0.643416257209714,0.0581619215556803,-0.803685652505761,-0.218204902235491,-0.261845882682589,0.598678551187886,0.36806559052011,0.022528703633292,0.102922061566477,0.330575901386282,-0.409301447928972,-0.714568716866348,0.368470209383272,0.415064082360279,0.275387943779726,-0.666870805035219,-0.688469859449315,-0.369883806841397,0.164692789907483,0.00809964540528606,-0.617372972002916,-0.69446479329717,-0.642289977220439,-0.667477819464378,-0.310486407202632,-0.355700933324336,-0.341386117313927,0.0829056293705146,-0.798265052720971,-0.369883806841397,0.994464944649446,1,0.911428578208067,0.944649446494465
"Rowboats",0.594720360919574,-0.0142277598306118,0.0966927414743133,-0.588355038171947,-0.734964681234338,-0.877339970843299,-0.387299521085654,-0.387299521085654,-0.353587962679884,-0.709092391282151,-0.726340584583609,-0.716156499852286,-0.68065014844261,-0.67298085099537,-0.709092391282151,-0.188771893354843,-0.86961860696349,-0.0556024064924949,-0.0977835424523187,0.582255080717188,0.320869332546491,0.0375323382895235,-0.0586609485891828,0.257861968510559,-0.521406442844744,-0.705057673942842,0.338759858540297,0.524516124267201,0.190735656073367,-0.622500449672281,-0.613960047161533,-0.462130669192684,0.133799639335048,0.130952838498132,-0.660457794164493,-0.724667234039161,-0.685778023835489,-0.696211714377938,-0.520015619543308,-0.338229746359539,-0.286637419442526,0.185761319888654,-0.809440371296426,-0.159420846867291,0.903646904114508,0.911428578208067,1,0.942555274582302
"Motorboats",0.442586370857782,0.183511422062983,-0.0465356361105923,-0.620696756602026,-0.793364961220452,-0.896136963329316,-0.396405572394475,-0.396405572394475,-0.358968109601465,-0.780642040880147,-0.822445921998292,-0.791785978835402,-0.763717157824217,-0.75826203526833,-0.780642040880147,-0.179029664788579,-0.890644806250689,-0.0490961030029854,-0.0927370834500836,0.615991933946744,0.309283616604122,0.154096332851717,-0.00185445155975635,0.250408993420671,-0.455280244943019,-0.678570292842855,0.352134091725885,0.422266929776509,0.188991726123342,-0.587674272183533,-0.630872381011726,-0.418481679273113,0.132294208286339,0.105295390268719,-0.494978330323037,-0.593713424321415,-0.554132529366654,-0.568525582077476,-0.404082309663716,-0.439341204467784,-0.329645324919533,-0.0153195184706386,-0.728068125875158,-0.222290268345073,0.929889298892989,0.944649446494465,0.942555274582302,1
