"","Latitude","Longitude","Visibility","Mean Landings","Mean Personal","Mean Pengumpul","Mean Papalele","Mean Market","Mean On-Island","Total Landings","Total Personal","Total Pengumpul","Total Papalele","Total Market","Total On-Island","Proportion Personal","Proportion Pengumpul","Proportion Papalele","Proportion Market","Proportion On-Island","Rugosity","Dead Coral With Algae","Macroalgae","Rubble","Rock","Soft Coral","Sand","All Hard Coral","All Abiotic Substrate","NPP (Mean)","NPP (Min)","NPP (Max)","NPP (SD)","NPP (Interannual SD)","Reef Area within 5km","Wave Energy (Mean)","Wave Energy (SD)","Wave Energy (Interannual SD)","SST SD","SST 50th Percentile","SST 98th Percentile","SST 2nd Percentile","SST Kurtosis","SST Skewness","Population","Fishers","Rowboats","Motorboats"
"NPP (Max)",-0.158777245635478,-0.0295163934846315,-0.112922268286509,0.372369397037507,0.123102470811435,0.432362840131016,0.298881504658871,0.368284587720276,0.311807718505025,0.396557635240581,0.191682761672109,0.423465630361262,0.405971493647736,0.412013749620428,0.382825219435696,-0.183200208296947,0.394041857054829,0.109504234131745,0.238241873194945,-0.0908269411083095,0.213287598850871,-0.194486514629286,-0.109803749554978,-0.140919339629516,0.0429079228606511,0.076648336019934,-0.184305590215648,0.183438763979754,-0.168016903145704,0.951339413876161,0.860565898902883,1,0.934849664027544,0.823663643831294,0.311540679641633,0.253717661493717,0.247038848490651,0.254011248319428,-0.133818920596467,0.401990537459286,0.106473295023748,0.0831231649709051,0.169537137617025,0.0876966268300649,-0.235510404816495,-0.230169165484108,-0.226461907753524,-0.241667577281484
"NPP (SD)",-0.0688107732722168,0.0116972575809176,-0.0356642921935709,0.194264881039621,-0.0455636664892613,0.228392942687665,0.173130921239209,0.20592584107715,0.161427912076619,0.184358051376432,0.0349880397699363,0.217194475819938,0.192670069022601,0.20053446310908,0.170325967825311,-0.132286145894642,0.17119326678943,0.0546982784094788,0.109839380540333,-0.0947698584044592,0.338428781396834,-0.192504106816903,-0.151975879625785,-0.0498135647381917,-0.0380082145816443,0.0238528086224651,-0.262041701354174,0.242734408958831,-0.150999271816366,0.84666259779672,0.704120132420669,0.934849664027544,1,0.749313340483816,0.171316788956395,0.108533910206975,0.102986187939756,0.105367785141131,-0.106444874632549,0.327168461611472,0.11556608410367,0.0748665762901074,0.058742183738544,0.0773863171005802,-0.0892100819035616,-0.0628628056101931,-0.0659488126340319,-0.0871933809569481
"NPP (Interannual SD)",-0.189931027521472,0.190116631589182,-0.226504273840046,0.407010765303875,0.0440814633866177,0.303564966270074,0.417956814472911,0.413911737861907,0.415004263092735,0.223883759168866,-0.0786669776846624,0.287850983313832,0.252296255607351,0.263654295240081,0.197779203449501,-0.256248746062777,0.206794775395515,0.23439931598463,0.282351312826516,-0.029773562399674,0.361260534020099,-0.0963517609942326,0.069166839489691,-0.252352346144837,-0.194842671597159,-0.090130126581995,-0.242457608582693,0.46360561095815,-0.340021093474788,0.821883036919489,0.712361892951341,0.823663643831294,0.749313340483816,1,0.0653293065989752,0.0889688831013689,0.104999904154325,0.103619067316881,-0.355117585467493,0.237308167732671,-0.328811979362622,0.0250931735005654,-0.0254354994960301,-0.0752118511119378,-0.151678643379258,-0.143902272628633,-0.129152131515032,-0.0699740448332221
"Reef Area within 5km",-0.637222939420513,0.319285845509867,-0.390309793246057,0.472643243500716,0.209345341096358,0.571436679180561,0.360242270122029,0.460788574286375,0.385833616793281,0.508634960964899,0.150833042771944,0.55668288915052,0.537457011670856,0.544244367612292,0.485928917178588,-0.372708631370607,0.579913947677539,0.210533724537175,0.394525222334865,-0.199444315418791,-0.392955943221413,0.202369068968429,-0.123414088619719,-0.290941439020794,0.515496320315444,0.489401302334148,-0.240232453139576,-0.442363378645998,-0.176377491570227,0.442194727775069,0.503554612587632,0.311540679641633,0.171316788956395,0.0653293065989752,1,0.745397286538758,0.713810225128045,0.736619134944084,0.300949226284944,0.195163400815628,0.274838722077162,-0.408646642613588,0.713499353748209,0.154055903049272,-0.678575840397054,-0.671197689686527,-0.561208694358285,-0.507056551641785
"Wave Energy (Mean)",-0.766365595223376,0.293944926112139,-0.193272734458032,0.459442827842039,0.340039799713739,0.563933006939596,0.323396028921436,0.430766106185101,0.371346081829101,0.500519542694386,0.160083484938825,0.544495589949927,0.527557733174011,0.533624376568828,0.479419369549199,-0.324538169501483,0.601953429760711,0.219455126263356,0.410337193094644,-0.13040212547517,-0.498681649749928,-0.163248567268587,-0.0238174186709051,-0.202729620523084,0.356739952150975,0.77264481503939,-0.234449277872745,-0.608899539087443,-0.149865345133796,0.345655570215561,0.40348349129878,0.253717661493717,0.108533910206975,0.0889688831013689,0.745397286538758,1,0.994879297033681,0.997008801902724,0.516838391701641,0.143570947455317,0.375347410351552,-0.46308364903491,0.87379703146808,0.175896897650043,-0.76335494862374,-0.731300523960716,-0.639746038815914,-0.654621361273478
"Wave Energy (SD)",-0.759817006991406,0.311449083693029,-0.170764880480143,0.470086050493588,0.310011708414336,0.542138078816563,0.352950491876323,0.445506910054704,0.395249258462373,0.478735663955963,0.142889676365399,0.522665395155542,0.506216949785303,0.512098484613002,0.45785113584867,-0.362389972804417,0.578396199596896,0.274677166118732,0.451016753440756,-0.110135799267393,-0.511501426943039,-0.168898066499536,-0.042158254476593,-0.161535291322785,0.321909276807957,0.738028877472528,-0.225601986957148,-0.593360890640034,-0.124439976969575,0.324930374918496,0.369124774996095,0.247038848490651,0.102986187939756,0.104999904154325,0.713810225128045,0.994879297033681,1,0.994822171923551,0.499640745216165,0.115679741258238,0.365700795291739,-0.458592611398393,0.851165326524463,0.170348516954151,-0.739718117438573,-0.700118854166885,-0.615440493436883,-0.626753291252111
"Wave Energy (Interannual SD)",-0.79653958404164,0.326150167286933,-0.213184991275765,0.481362950971879,0.342140386969081,0.564702144423191,0.352961130021639,0.45309224693116,0.400535233530023,0.496152476179157,0.144698541296756,0.543489225204144,0.524642054512852,0.531292127527339,0.473827592479324,-0.334369889071624,0.59727935257517,0.261277328988332,0.445853022104172,-0.0922342937099431,-0.469454256329148,-0.16920032361185,-0.022891463151056,-0.226785845800412,0.344078222462415,0.769948758688436,-0.257278012185569,-0.574481302364641,-0.18056796494137,0.34825910104465,0.411657492645748,0.254011248319428,0.105367785141131,0.103619067316881,0.736619134944084,0.997008801902724,0.994822171923551,1,0.534853846917095,0.120715862624887,0.360632304510838,-0.497303496227583,0.883080638446756,0.128034770284027,-0.751250495383647,-0.722254761669421,-0.636621008103925,-0.645030148327778
"SST SD",-0.636344069908675,0.295386700737854,-0.067837155172158,-0.0791650943407001,0.316394012251996,-0.0163476524652016,-0.15519772408265,-0.12133181451072,-0.0994610606019592,-0.0397141748353479,-0.0455206188390495,-0.0368252745706555,-0.0368319915155542,-0.0368892170904023,-0.0404397370972906,0.0883471695727686,0.0607289762009398,-0.000113332598843969,0.021610532361739,0.106898582416631,-0.0719270542856271,-0.014191559529688,-0.113016608112856,-0.303143259226105,0.201180005163614,0.687254518944589,-0.271115617953872,-0.385412275085329,-0.282814618028779,-0.111742417778919,-0.0128722648333766,-0.133818920596467,-0.106444874632549,-0.355117585467493,0.300949226284944,0.516838391701641,0.499640745216165,0.534853846917095,1,-0.415429876774912,0.48923008541974,-0.717202923849398,0.72361352943059,-0.222294652765769,-0.348271319183641,-0.393795940344188,-0.461217570579655,-0.470345499517536
"SST 50th Percentile",0.210058042993147,-0.509730702522261,0.270916533819765,0.294444632657315,0.255857852215306,0.521113539398732,0.12901932797167,0.271300808919304,0.167885913107359,0.588638998784632,0.605447737389369,0.541390511137027,0.56447337852042,0.558271919755145,0.601059791875162,0.0201465946261845,0.570850224980655,-0.149932072738722,0.0707710413587305,-0.155125134395165,-0.275628027744604,-0.382012967587398,0.249730933877925,0.0140073554898364,0.27623470823573,0.106514440837724,-0.0447876457752978,-0.121592535752448,0.0678320013527568,0.407669308341909,0.425433393396297,0.401990537459286,0.327168461611472,0.237308167732671,0.195163400815628,0.143570947455317,0.115679741258238,0.120715862624887,-0.415429876774912,1,0.225433331161412,0.60917496944254,0.0614918254866657,0.460779125626706,-0.127048065990238,-0.127402415006112,-0.144536258207109,-0.22479000634771
"SST 98th Percentile",-0.0857110411015983,-0.328622733291186,0.412777474935499,-0.0399539790317177,0.102377231039526,0.127786959983588,-0.129886498379558,-0.0540362714913447,-0.109908988826382,0.234593420798179,0.437532617532036,0.150026729986993,0.207156641301431,0.189892483820988,0.264276589149969,-0.214557367795331,0.304404694494885,-0.0257898013998011,0.085896756165936,-0.290821840531454,-0.418634724930865,-0.129942142004122,-0.367103431348345,-0.0842490301436879,0.280232670436258,0.494517155560956,-0.0807899584581877,-0.423400697493964,-0.0200492399384577,0.0396885922867493,0.0872533911983552,0.106473295023748,0.11556608410367,-0.328811979362622,0.274838722077162,0.375347410351552,0.365700795291739,0.360632304510838,0.48923008541974,0.225433331161412,1,0.10770776256128,0.47543426139727,0.553706972414472,-0.289422446637742,-0.228949442846328,-0.174893786738666,-0.256312995609431
"SST 2nd Percentile",0.833931541138567,-0.831687742914704,0.538788188779696,-0.106427404424743,-0.0321561461326011,-0.00943497129515572,-0.137285300952122,-0.105640307551823,-0.139218052596719,0.151187534644405,0.516155201712176,0.0376772854446114,0.103625381149219,0.0834782983427024,0.19251951659429,0.0969733593937337,0.0811306300465329,-0.214799445732007,-0.161987155217765,-0.139722155911982,-0.138053544451707,-0.20727367245372,-0.0250357032217952,0.355380625608929,-0.0230700885946358,-0.461295226858809,0.35785363225885,0.125587206648494,0.404806339885212,-0.0127152963967044,-0.0546141839825502,0.0831231649709051,0.0748665762901074,0.0250931735005654,-0.408646642613588,-0.46308364903491,-0.458592611398393,-0.497303496227583,-0.717202923849398,0.60917496944254,0.10770776256128,1,-0.593034768722757,0.549242000114085,0.315131696571882,0.337670783320322,0.327639466994181,0.226521557996741
"SST Kurtosis",-0.863985420681072,0.351189762274708,-0.202730551461374,0.456594183463817,0.435062566102858,0.547611228732503,0.310813347643428,0.415893066879617,0.374673134664609,0.492196178509229,0.184185109034178,0.528316032620264,0.515538975197822,0.520304624404484,0.474127597540794,-0.299183105727422,0.597314029386746,0.188140779370383,0.380834913511294,-0.137180709148407,-0.374284623245946,-0.0333257998002257,-0.109052635083916,-0.436210793605371,0.352270373274882,0.873711510086627,-0.38991073059793,-0.508298447376472,-0.389891228378274,0.27498110041286,0.385502296124224,0.169537137617025,0.058742183738544,-0.0254354994960301,0.713499353748209,0.87379703146808,0.851165326524463,0.883080638446756,0.72361352943059,0.0614918254866657,0.47543426139727,-0.593034768722757,1,0.0508393204155843,-0.769041084647534,-0.782405559224851,-0.740136043018503,-0.717646255409936
"SST Skewness",0.228856794978445,-0.462654602050444,0.256073919253685,0.071699791884696,0.0179916337481295,0.136502849893974,0.0345529149536326,0.0716308081579692,0.0366646934418943,0.245595479590864,0.346266083016738,0.177781095884387,0.234443910372007,0.21736756097575,0.268875561105483,-0.338050310627579,0.27512536004678,-0.0557397986468017,0.0487985510446205,-0.476298925963743,-0.521029718044438,-0.101766945823787,-0.220276187252098,0.0287984170576895,0.107175459184672,0.119890133583997,0.193668493855458,-0.221691781205427,0.12688712459745,0.0915631732142521,0.0757832656310812,0.0876966268300649,0.0773863171005802,-0.0752118511119378,0.154055903049272,0.175896897650043,0.170348516954151,0.128034770284027,-0.222294652765769,0.460779125626706,0.553706972414472,0.549242000114085,0.0508393204155843,1,-0.339382512516158,-0.236853829030443,-0.0265784314338329,-0.0750867831211954
"Population",0.677378495702346,-0.170450088798612,0.348865213466015,-0.54169851235151,-0.44845901704292,-0.539537952744047,-0.429692733108805,-0.501915346073958,-0.492853672239213,-0.518968019936404,-0.203882192718491,-0.538945652503456,-0.549303891562612,-0.54699756260105,-0.506729266601789,0.427238339025744,-0.612542605340494,-0.276305608805179,-0.464672439436146,0.186750892918425,0.38449831568796,-0.107363706395462,0.196804260902888,0.436041589351457,-0.350334101413789,-0.682678769199938,0.158872932193719,0.460245572390341,0.29967222999034,-0.351000868580138,-0.457501095857525,-0.235510404816495,-0.0892100819035616,-0.151678643379258,-0.678575840397054,-0.76335494862374,-0.739718117438573,-0.751250495383647,-0.348271319183641,-0.127048065990238,-0.289422446637742,0.315131696571882,-0.769041084647534,-0.339382512516158,1,0.969893239243429,0.76297226371678,0.686218761906071
"Fishers",0.682114862204154,-0.118246902103483,0.341020827748655,-0.547674066821328,-0.624262183793834,-0.565290384758004,-0.396768191032933,-0.485988059740482,-0.489599160031665,-0.558678405817644,-0.291249340235769,-0.564569939885881,-0.58108185638709,-0.57693117647502,-0.551378141487899,0.288512347102899,-0.650477446302501,-0.212950597322113,-0.421901480638204,0.0945448670251042,0.345564456315278,-0.0791710530284075,0.138496507807539,0.474711015487958,-0.388486805486158,-0.677221735979314,0.146606385547055,0.430816002413143,0.313994741544478,-0.358552490731002,-0.488263072389808,-0.230169165484108,-0.0628628056101931,-0.143902272628633,-0.671197689686527,-0.731300523960716,-0.700118854166885,-0.722254761669421,-0.393795940344188,-0.127402415006112,-0.228949442846328,0.337670783320322,-0.782405559224851,-0.236853829030443,0.969893239243429,1,0.881197470999417,0.81113568766308
"Rowboats",0.608811389703755,-0.0219359955611857,0.124234654154038,-0.464884053946127,-0.826926866843343,-0.531067753198407,-0.263748983607617,-0.375207913506981,-0.393101255002215,-0.554212400470998,-0.443829838280576,-0.527962415869196,-0.553589032237546,-0.54658650344947,-0.559045866454982,0.0377206276911365,-0.636438870392682,-0.0788406933109847,-0.297636612331118,-0.0487069256142507,0.299332854807764,0.00910036671582312,0.00974175249014095,0.362486960387658,-0.418086454056817,-0.60049580052291,0.172235891666839,0.41023134053856,0.230557479169934,-0.30134727383977,-0.411500812335197,-0.226461907753524,-0.0659488126340319,-0.129152131515032,-0.561208694358285,-0.639746038815914,-0.615440493436883,-0.636621008103925,-0.461217570579655,-0.144536258207109,-0.174893786738666,0.327639466994181,-0.740136043018503,-0.0265784314338329,0.76297226371678,0.881197470999417,1,0.962557449188415
"Motorboats",0.51634393788312,0.122721939258267,-0.014541571358259,-0.409507740878034,-0.865346218945561,-0.574175199965926,-0.161431492562187,-0.313312759387746,-0.299587055312657,-0.615459853089632,-0.563797650926029,-0.573745093598286,-0.603361949601683,-0.595210440256523,-0.625554555456665,-0.0643221581802775,-0.68982007454181,0.0795296329761557,-0.175903553199589,0.0173036181002906,0.302656358259068,0.192858041149285,0.00723351047642081,0.244254863475161,-0.43473492561318,-0.625441026456718,0.141645334803038,0.47588981968299,0.123997740879634,-0.299834401130749,-0.412204743806062,-0.241667577281484,-0.0871933809569481,-0.0699740448332221,-0.507056551641785,-0.654621361273478,-0.626753291252111,-0.645030148327778,-0.470345499517536,-0.22479000634771,-0.256312995609431,0.226521557996741,-0.717646255409936,-0.0750867831211954,0.686218761906071,0.81113568766308,0.962557449188415,1
